citing_cluster_id,citing_url,citing_court_name,cited_cluster_id,cited_url,cited_court_name,cited_case_name_short,cited_case_name,cited_citations,expert,expert_label,expert_notes
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,3598251,https://www.courtlistener.com/opinion/3598251/stevens-v-melcher/,New York Court of Appeals,Stevens,Stevens v. . Melcher,"['1897 N.Y. LEXIS 993', '6 E.H. Smith 551', '152 N.Y. 551', '46 N.E. 965']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,3611158,https://www.courtlistener.com/opinion/3611158/in-re-the-will-of-evans/,New York Court of Appeals,Matter of Evans,In Re the Will of Evans,"['1940 N.Y. LEXIS 1198', '284 N.Y. 571', '29 N.E.2d 392']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,3614845,https://www.courtlistener.com/opinion/3614845/in-re-the-accounting-of-shirk/,New York Court of Appeals,Matter of Shirk,In Re the Accounting of Shirk,"['1937 N.Y. LEXIS 1275', '273 N.Y. 532', '7 N.E.2d 679']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,3619844,https://www.courtlistener.com/opinion/3619844/in-re-the-accounting-of-hidden/,New York Court of Appeals,Matter of Hidden,In Re the Accounting of Hidden,"['1926 N.Y. LEXIS 778', '243 N.Y. 499', '154 N.E. 538']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,3622844,https://www.courtlistener.com/opinion/3622844/in-re-the-accounting-of-sickels/,New York Court of Appeals,Matter of Cameron,In Re the Accounting of Sickels,"['1938 N.Y. LEXIS 1309', '117 A.L.R. 1333', '278 N.Y. 352', '16 N.E.2d 362']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,3623177,https://www.courtlistener.com/opinion/3623177/in-re-the-will-of-bloomingdale/,New York Court of Appeals,Matter of Bloomingdale,In Re the Will of Bloomingdale,"['1938 N.Y. LEXIS 1322', '278 N.Y. 435', '17 N.E.2d 121']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,6286694,https://www.courtlistener.com/opinion/6286694/in-re-the-estate-of-taft/,New York Surrogate's Court,,In re the Estate of Taft,"['1932 N.Y. Misc. LEXIS 1590', '260 N.Y.S. 294', '145 Misc. 435']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,6288650,https://www.courtlistener.com/opinion/6288650/in-re-the-estate-of-wendel/,New York Surrogate's Court,,In re the Estate of Wendel,"['1935 N.Y. Misc. LEXIS 1755', '289 N.Y.S. 290', '159 Misc. 900']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,6289401,https://www.courtlistener.com/opinion/6289401/in-re-the-estate-of-evans/,New York Surrogate's Court,,In re the Estate of Evans,"['1937 N.Y. Misc. LEXIS 1049', '1 N.Y.S.2d 99', '165 Misc. 752']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,6289404,https://www.courtlistener.com/opinion/6289404/in-re-the-estate-of-cameron/,New York Surrogate's Court,,In re the Estate of Cameron,"['1937 N.Y. Misc. LEXIS 1993', '300 N.Y.S. 821', '165 Misc. 792']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,6289451,https://www.courtlistener.com/opinion/6289451/in-re-the-estate-of-israel/,New York Surrogate's Court,,In re the Estate of Israel,"['1938 N.Y. Misc. LEXIS 1267', '2 N.Y.S.2d 170', '166 Misc. 156']",,,
6290654,https://www.courtlistener.com/opinion/6290654/in-re-the-estate-of-israel/,New York Surrogate's Court,6290153,https://www.courtlistener.com/opinion/6290153/in-re-the-estate-of-bloomingdale/,New York Surrogate's Court,,In re the Estate of Bloomingdale,"['1939 N.Y. Misc. LEXIS 2319', '14 N.Y.S.2d 845', '172 Misc. 218']",,,
